Transaction_Date,Post_Date,Year,Month,Account_Name,Transaction_Type,Amount,NWS,Category,Cat2,Description,Labels,outliers,Notes
2022-04-03,2022-04-03,2022,4,checking,debit,-116.28,need,groceries,food, trader joe's #73 5411               tn belle meade     90 white bridge rd us,,0,nan
2022-04-03,2022-04-03,2022,4,checking,debit,-10.11,want,restaurants,food, city limits      5812               tn nashville       city limits        us,,0,nan
2022-04-02,2022-04-02,2022,4,checking,debit,-0.01,want,electronics & software,discretionary, google *cloud bt 7311               ca mountain view   google *cloud bt   us,,0,nan
2022-04-02,2022-04-02,2022,4,checking,debit,-11.16,want,restaurants,food, brueggers 3758   5812               tn nashville       brueggers 3758     us,,0,nan
2022-04-01,2022-04-01,2022,4,checking,debit,-3.0,want,podcast,entertainment, cko*patreon* mem 5815               ca 833-9728766     cko*patreon* memberus,subscription - media,0,mssp
2022-04-01,2022-04-01,2022,4,checking,debit,-9.81,want,restaurants,food, brueggers 3758   5812               tn nashville       brueggers 3758     us,,0,nan
2022-04-01,2022-04-01,2022,4,checking,debit,-22.2,want,restaurants,food, eb sundays at th 7399               ca 801-413-7200    eb sundays at the gus,,0,nan
2022-03-31,2022-03-31,2022,3,savings,credit,0.88,need,investments,investment,dividend,,0,nan
2022-03-31,2022-03-31,2022,3,savings,credit,1.6,need,investments,investment,dividend,,0,nan
2022-03-31,2022-03-31,2022,3,checking,debit,-70.0,want,shopping,discretionary, paypal *shexiany 5941               ca 402-935-7733    paypal *shexianyeshus,,0,nan
2022-03-31,2022-03-31,2022,3,checking,credit,3220.43,need,paycheck,income,ach trans - hca corporate   ;033122;pr payment,,0,nan
2022-03-30,2022-03-30,2022,3,checking,debit,-25.43,want,entertainment,discretionary, tcktweb*hurrayfo 7922               ca 800-965-4827    tcktweb*hurrayforthus,,0,nan
2022-03-30,2022-03-30,2022,3,checking,debit,-62.86,want,entertainment,discretionary, axs.com*opry ent 7922               ca 888-929-7849    axs.com*opry ent tius,,0,nan
2022-03-30,2022-03-30,2022,3,checking,debit,-10.37,want,restaurants,food, sq *tazikis medi 5812               tn nashville       sq *tazikis mediterus,,0,nan
2022-03-29,2022-03-29,2022,3,checking,debit,-10.0,want,fast food,food, sq *star bagel c 5812               tn nashville       sq *star bagel cafeus,,0,nan
2022-03-29,2022-03-29,2022,3,checking,debit,-3.0,want,charity,discretionary, samharris.org    5734               ca 718-313-3586    samharris.org      us,subscription - media,0,nan
2022-03-28,2022-03-28,2022,3,checking,debit,-3.55,want,restaurants,food, city limits      5812               tn nashville       city limits        us,,0,nan
2022-03-28,2022-03-28,2022,3,checking,debit,-16.41,want,entertainment,discretionary, help.hbomax.com  5815               ny httpshbomax.c   help.hbomax.com    us,subscription - media,0,nan
2022-03-27,2022-03-27,2022,3,checking,debit,-7.56,want,restaurants,food, tst* cafe roze - 5812               tn nashville       tst* cafe roze - naus,,0,nan
2022-03-27,2022-03-27,2022,3,checking,debit,-4.37,want,movies & dvds,entertainment, prime video*160t 5818               wa 888-802-3080    prime video*160t90zus,,0,nan
2022-03-26,2022-03-26,2022,3,checking,debit,-142.0,need,utilities,utilities,ach trans - nes power       ;032522;utility,,0,nan
2022-03-26,2022-03-26,2022,3,checking,debit,-159.0,need,utilities,utilities,ach trans - nes power       ;032522;utility,,0,nan
2022-03-26,2022-03-26,2022,3,checking,debit,-0.99,want,electronics & software,discretionary, apple com bill   4899               ca cupertino       one apple park way us,,0,nan
2022-03-26,2022-03-26,2022,3,checking,debit,-13.0,want,coffee shops,food, tst* frothy monk 5812               tn nashville       tst* frothy monkey us,,0,nan
2022-03-25,2022-03-25,2022,3,checking,debit,-27.05,want,shopping,discretionary, walgreens store  5912               tn nashville       walgreens store 700us,,0,nan
2022-03-25,2022-03-25,2022,3,checking,debit,-3.22,want,coffee shops,food, the picnic inc   5812               tn nashville       the picnic inc     us,,0,nan
2022-03-25,2022-03-25,2022,3,checking,debit,-9.0,want,fast food,food, sq *star bagel c 5812               tn nashville       sq *star bagel cafeus,,0,nan
2022-03-25,2022-03-25,2022,3,checking,debit,-62.5,want,food & dining,auto, zaniemaks inc.  7922               tn 615-2690221     zaniemaks  inc.    us,,0,nan
2022-03-25,2022-03-25,2022,3,checking,debit,-20.61,want,restaurants,food, sq *mas tacos po 5812               tn nashville       sq *mas tacos po   us,,0,nan
2022-03-24,2022-03-24,2022,3,checking,debit,-1.95,need,fees & charges,bills, ici* fee metrowa 9399               ma 866-342-9266    ici* fee metrowaterus,,0,nan
2022-03-23,2022-03-23,2022,3,checking,debit,-34.68,need,utilities,utilities, metro water serv 4900               tn nashville       metro water servic us,,0,nan
2022-03-23,2022-03-23,2022,3,checking,debit,-9.05,want,restaurants,food, brueggers 3758   5812               tn nashville       brueggers 3758     us,,0,nan
2022-03-22,2022-03-22,2022,3,creditcard,credit,0.0,need,finance charge,bills,total interest for this period,,0,nan
2022-03-22,2022-03-22,2022,3,creditcard,credit,0.0,need,bank fee,bills,total fees for this period,,0,nan
2022-03-22,2022-03-22,2022,3,checking,debit,-54.08,need,groceries,food, trader joe's #73 5411               tn belle meade     90 white bridge rd us,,0,nan
2022-03-20,2022-03-20,2022,3,checking,debit,-6.99,want,misc expenses,discretionary, metropolis       7523               ca httpswww.metr   metropolis         us,,0,nan
2022-03-20,2022-03-20,2022,3,checking,debit,-54.55,want,restaurants,food, creekside garden 6012               tn nashville       106 harding place  us,,0,nan
2022-03-19,2022-03-19,2022,3,checking,debit,-19.2,want,restaurants,food, sq *the greenhou 5814               tn nashville       sq *the greenhouse us,,0,nan
2022-03-18,2022-03-18,2022,3,checking,debit,-58.76,want,restaurants,food, tfk nashville    5812               tn nashville       tfk nashville      us,,0,nan
2022-03-17,2022-03-17,2022,3,checking,debit,-17.01,need,gas & fuel,auto, bp#6608731belle  5541               tn nashville       5401 harding pike  us,,0,nan
2022-03-17,2022-03-17,2022,3,checking,debit,-61.66,need,gas & fuel,auto, shell oil 575273 5542               tn nashville       shell oil 575273870us,,0,nan
2022-03-16,2022-03-16,2022,3,checking,debit,-38.21,want,electronics & software,discretionary, apple com bill   4899               ca cupertino       one apple park way us,,0,nan
2022-03-16,2022-03-16,2022,3,checking,debit,-250.0,need,investments,investment,p2p w/d - coinbase         6051               ca https://www.f   coinbase           us,,0,nan
2022-03-16,2022-03-16,2022,3,checking,debit,-30.0,want,gifts & donations,discretionary, sanctuary for yo 7997               tn nashville       sanctuary for yoga us,,0,nan
2022-03-16,2022-03-16,2022,3,checking,debit,-250.0,need,investments,investment,p2p w/d - coinbase         6051               ca https://www.f   coinbase           us,,0,nan
2022-03-16,2022-03-16,2022,3,checking,debit,-8.72,want,restaurants,food, brueggers 3758   5812               tn nashville       brueggers 3758     us,,0,nan
2022-03-14,2022-03-14,2022,3,checking,debit,-3.0,want,fast food,food, sq *star bagel c 5812               tn nashville       sq *star bagel cafeus,,0,nan
2022-03-13,2022-03-13,2022,3,checking,debit,-71.37,need,groceries,food, trader joe's #73 5411               tn belle meade     90 white bridge rd us,,0,nan
2022-03-12,2022-03-12,2022,3,checking,debit,-18.12,want,restaurants,food, tst* fat bottom  5813               tn nashville       tst* fat bottom breus,,0,nan
2022-03-12,2022-03-12,2022,3,checking,debit,-4.27,want,restaurants,food, brueggers 3758   5812               tn nashville       brueggers 3758     us,,0,nan
2022-03-12,2022-03-12,2022,3,checking,debit,-19.88,want,restaurants,food, sq *otaku ramen  5499               tn nashville       sq *otaku ramen    us,,0,nan
2022-03-10,2022-03-10,2022,3,checking,debit,-9.56,want,restaurants,food, city limits      5812               tn nashville       city limits        us,,0,nan
2022-03-09,2022-03-09,2022,3,checking,debit,-5.46,want,electronics & software,discretionary, apple com bill   4899               ca cupertino       one apple park way us,,0,nan
2022-03-09,2022-03-09,2022,3,checking,debit,-135.42,need,groceries,food, trader joe's #73 5411               tn belle meade     90 white bridge rd us,,0,nan
2022-03-09,2022-03-09,2022,3,checking,debit,-11.68,want,restaurants,food, tst* chopt creat 5812               tn nashville       tst* chopt creativeus,,0,nan
2022-03-09,2022-03-09,2022,3,checking,debit,-35.0,health,doctor,health, nashville skin a 8011               tn nashville       nashville skin and us,,0,nan
2022-03-07,2022-03-07,2022,3,checking,debit,-12.54,want,restaurants,food, sq *tazikis medi 5812               tn nashville       sq *tazikis medi   us,,0,nan
2022-03-06,2022-03-06,2022,3,checking,debit,-9.01,want,restaurants,food, city limits      5812               tn nashville       city limits        us,,0,nan
2022-03-05,2022-03-05,2022,3,checking,debit,-3.18,need,groceries,food, sprouts farmers  5411               tn nashville       sprouts farmers marus,,0,nan
2022-03-05,2022-03-05,2022,3,checking,debit,-60.91,need,groceries,food, trader joe's #73 5411               tn belle meade     90 white bridge rd us,,0,nan
2022-03-04,2022-03-04,2022,3,checking,debit,-163.06,health,doctor,health, phr*elitesportsm 8011               tn nashville       phr*elitesportsm   us,,0,nan
2022-03-04,2022-03-04,2022,3,checking,debit,-17.65,want,restaurants,food, san antonio taco 5812               tn nashville       san antonio taco cous,,0,nan
2022-03-04,2022-03-04,2022,3,checking,debit,-10.94,need,music,discretionary, spotify usa      4899               ny 877-7781161     spotify usa        us,subscription - media,0,nan
2022-03-03,2022-03-03,2022,3,checking,debit,-109.48,need,auto insurance,auto,ach trans - usaa p&c        ;030222;autopay,,0,nan
2022-03-03,2022-03-03,2022,3,checking,debit,-900.0,need,rent,,ach trans - alliant cu      ;030122;xfer,,0,nan
2022-03-03,2022-03-03,2022,3,checking,debit,-0.01,want,electronics & software,discretionary, google *cloud cd 7311               ca mountain view   google *cloud cd   us,,0,nan
2022-03-01,2022-03-01,2022,3,checking,debit,-3.0,want,podcast,entertainment, cko*patreon* mem 5815               ca 833-9728766     cko*patreon* memberus,subscription - media,0,mssp
2022-03-01,2022-03-01,2022,3,checking,debit,-7.5,want,fast food,food, sq *star bagel c 5812               tn nashville       sq *star bagel cafeus,,0,nan
2022-02-28,2022-02-28,2022,2,savings,credit,1.44,need,investments,investment,dividend,,0,nan
2022-02-28,2022-02-28,2022,2,savings,credit,0.82,need,investments,investment,dividend,,0,nan
2022-02-28,2022-02-28,2022,2,checking,debit,-7.48,need,gas & fuel,auto, bp#6608731belle  5541               tn nashville       5401 harding pike  us,,0,nan
2022-02-28,2022-02-28,2022,2,checking,debit,-2.61,want,fast food,food, brueggers 3758   5812               tn nashville       brueggers 3758     us,,0,nan
2022-02-28,2022-02-28,2022,2,checking,debit,-3.0,want,charity,discretionary, samharris.org    5734               ca 718-313-3586    samharris.org      us,subscription - media,0,nan
2022-02-28,2022-02-28,2022,2,checking,debit,-16.41,want,entertainment,discretionary, help.hbomax.com  5815               ny httpshbomax.c   help.hbomax.com    us,subscription - media,0,nan
2022-02-28,2022-02-28,2022,2,checking,credit,3315.41,need,paycheck,income,ach trans - hca corporate   ;022822;pr payment,,0,nan
2022-02-27,2022-02-27,2022,2,checking,debit,-53.5,need,groceries,food, trader joe's #73 5411               tn belle meade     90 white bridge rd us,,0,nan
2022-02-27,2022-02-27,2022,2,checking,debit,-22.65,want,restaurants,food, bombay palace    5812               tn nashville       bombay palace      us,,0,nan
2022-02-27,2022-02-27,2022,2,checking,debit,-157.29,health,doctor,health, nashville skin a 8011               tn nashville       nashville skin and us,,0,nan
2022-02-27,2022-02-27,2022,2,checking,debit,-49.24,need,gas & fuel,auto, shell oil 575273 5542               tn nashville       shell oil 575273870us,,0,nan
2022-02-26,2022-02-26,2022,2,checking,debit,-9.25,want,fast food,food, sq *star bagel c 5812               tn nashville       sq *star bagel cafeus,,0,nan
2022-02-26,2022-02-26,2022,2,checking,debit,-18.64,want,restaurants,food, sq *otaku ramen  5499               tn nashville       sq *otaku ramen    us,,0,nan
2022-02-26,2022-02-26,2022,2,checking,debit,-0.99,want,electronics & software,discretionary, apple com bill   4899               ca cupertino       one apple park way us,,0,nan
2022-02-26,2022-02-26,2022,2,checking,debit,-8.75,want,travel,discretionary, disneyplus       4899               ca 888-9057888     disneyplus         us,,0,nan
2022-02-25,2022-02-25,2022,2,checking,debit,-20.17,want,restaurants,food, 120 4th & peabod 7523               tn nashville       120 4th & peabody lus,,0,nan
2022-02-25,2022-02-25,2022,2,checking,debit,-2.5,want,fast food,food, sq *star bagel c 5812               tn nashville       sq *star bagel cafeus,,0,nan
2022-02-25,2022-02-25,2022,2,checking,debit,-10.98,want,alcohol & bars,discretionary, dncss nash arena 5814               tn nashville       dncss nash arena cous,,0,nan
2022-02-25,2022-02-25,2022,2,checking,debit,-21.84,want,shopping,discretionary, walgreens store  5912               tn nashville       walgreens store 530us,,0,nan
2022-02-25,2022-02-25,2022,2,checking,debit,-11.79,need,pharmacy,food, cvs/pharmacy #06 5912               tn nashville       06436--4524 hardin us,,0,nan
2022-02-24,2022-02-24,2022,2,checking,debit,-53.12,need,gift,discretionary, amazon.com*1b5xd 4816               wa seattle         amazon.com         us,,0,nan
2022-02-23,2022-02-23,2022,2,checking,debit,-23.59,want,restaurants,food, tst* black bear  5812               fl santa rsa bch   tst* black bear seaus,,0,nan
2022-02-22,2022-02-22,2022,2,checking,debit,-16.47,need,groceries,food, sq *the green st 5812               fl seaside         sq *the green st   us,,0,nan
2022-02-22,2022-02-22,2022,2,checking,debit,-30.56,need,books,investment, sundog books     5942               fl seaside         sundog books       us,,0,nan
2022-02-21,2022-02-21,2022,2,checking,debit,-5.45,want,electronics & software,discretionary, apple.com/bill   5735               ca 866-712-7753    apple.com/bill     us,,0,nan
2022-02-19,2022-02-19,2022,2,checking,credit,1000.0,need,transfer,transfer,transfer - self service transfer from share 01,,0,nan
2022-02-19,2022-02-19,2022,2,savings,debit,-1000.0,need,transfer,transfer,transfer - self service transfer to share 75,,0,nan
2022-02-18,2022-02-18,2022,2,creditcard,credit,0.0,need,finance charge,bills,total interest for this period,,0,nan
2022-02-18,2022-02-18,2022,2,creditcard,credit,0.0,need,bank fee,bills,total fees for this period,,0,nan
2022-02-18,2022-02-18,2022,2,checking,debit,-290.41,health,doctor,health, millennia        8099               nc raleigh         millennia          us,,0,toa bill
2022-02-17,2022-02-17,2022,2,checking,debit,-40.6,want,hair,discretionary, scouts barbersho 7230               tn nashville       scouts barbershop sus,,0,nan
2022-02-16,2022-02-16,2022,2,checking,debit,-55.07,need,groceries,food, kroger #843      5411               tn nashville       4560 harding rd.   us,,0,nan
2022-02-16,2022-02-16,2022,2,checking,debit,-20.0,want,venmo payment,bills,ach trans - venmo           ;021522;payment,,0,cash to jeremy for super bowl pizza
2022-02-15,2022-02-15,2022,2,checking,debit,-2.5,want,fast food,food, sq *star bagel c 5812               tn nashville       sq *star bagel cafeus,,0,nan
2022-02-14,2022-02-14,2022,2,checking,debit,-170.98,want,air travel,travel, southwes    5261 3066               tx 800-435-9792    southwes    5261481us,,0,trip down to seaside w fam
2022-02-13,2022-02-13,2022,2,checking,credit,100.0,need,transfer,transfer,transfer - self service transfer               from tbcrozier share 75,,0,nan
2022-02-12,2022-02-12,2022,2,checking,debit,-15.84,want,restaurants,food, sq *the cafe at  5812               tn nashville       sq *the cafe at    us,,0,nan
2022-02-12,2022-02-12,2022,2,checking,debit,-152.88,want,sporting goods,discretionary, cumberland trans 5940               tn nashville       2807 w end ave     us,,0,nan
2022-02-12,2022-02-12,2022,2,checking,debit,-10.0,want,restaurants,food, bowls holdings n 5812               tn nashville       bowls holdings nashus,,0,nan
2022-02-12,2022-02-12,2022,2,checking,debit,-68.66,need,groceries,food, trader joe's # 6 5411               tn nashville       trader joe's # 664 us,,0,nan
2022-02-11,2022-02-11,2022,2,checking,debit,-6.14,need,gas & fuel,auto, shell service st 5541               tn nashville       shell service statius,,0,nan
2022-02-11,2022-02-11,2022,2,checking,debit,-32.76,want,electronics & software,discretionary, apple com bill   4899               ca cupertino       apple com bill     us,,0,nan
2022-02-10,2022-02-10,2022,2,checking,debit,-302.0,need,utilities,utilities,ach trans - nes power       ;020922;utility,,0,nan
2022-02-10,2022-02-10,2022,2,checking,debit,-321.0,need,utilities,utilities,ach trans - nes power       ;020922;utility,,0,nan
2022-02-10,2022-02-10,2022,2,checking,debit,-8.69,want,fast food,food, jersey mikes 400 5814               tn nashville       jersey mikes 4005  us,,0,nan
2022-02-09,2022-02-09,2022,2,checking,debit,-64.89,need,groceries,food, trader joe's #73 5411               tn belle meade     90 white bridge rd us,,0,nan
2022-02-09,2022-02-09,2022,2,checking,debit,-5.46,want,electronics & software,discretionary, apple.com/bill   5735               ca 866-712-7753    apple.com/bill     us,,0,nan
2022-02-08,2022-02-08,2022,2,checking,debit,-37.09,need,utilities,utilities, l2g*metro water. 4900               tn 615-862-4600    l2g*metro water.615us,,0,nan
2022-02-07,2022-02-07,2022,2,checking,debit,-15.7,want,restaurants,food, mcdougals villag 5812               tn nashville       mcdougals village cus,,0,nan
2022-02-06,2022-02-06,2022,2,checking,debit,-17.42,want,restaurants,food, tst* frothy monk 5812               tn nashville       tst* frothy monkey us,,0,nan
2022-02-05,2022-02-05,2022,2,checking,debit,-15.36,want,restaurants,food, tst* thai esane  5812               tn nashville       tst* thai esane    us,,0,nan
2022-02-05,2022-02-05,2022,2,checking,debit,-2.5,want,fast food,food, sq *star bagel c 5812               tn nashville       sq *star bagel cafeus,,0,nan
2022-02-05,2022-02-05,2022,2,checking,debit,-40.0,want,alcohol & bars,discretionary, legends corner   5813               tn nashville       legends corner     us,,0,nan
2022-02-04,2022-02-04,2022,2,checking,debit,-10.94,need,music,discretionary, spotify usa      4899               ny 877-7781161     spotify usa        us,subscription - media,0,nan
2022-02-03,2022-02-03,2022,2,checking,debit,-109.48,need,auto insurance,auto,ach trans - usaa p&c        ;020222;autopay,,0,nan
2022-02-03,2022-02-03,2022,2,checking,debit,-306.13,want,concert,discretionary, stubhub inc.    7922               ca 866-788-2482    stubhub  inc.      us,,0,black pumas w jeremy
2022-02-03,2022-02-03,2022,2,checking,debit,-200.0,need,investments,investment,p2p w/d - coinbase         6051               ca https://www.f   coinbase           us,,0,nan
2022-02-03,2022-02-03,2022,2,checking,debit,-900.0,need,rent,,ach trans - alliant cu      ;020122;xfer,,0,nan
2022-02-03,2022-02-03,2022,2,checking,debit,-200.0,need,investments,investment,p2p w/d - coinbase         6051               ca https://www.f   coinbase           us,,0,nan
2022-02-02,2022-02-02,2022,2,checking,debit,-54.61,need,gift,discretionary, amazon.com*rb2oe 4816               wa seattle         amazon.com         us,,0,nan
2022-02-02,2022-02-02,2022,2,checking,debit,-2.5,want,fast food,food, sq *star bagel c 5812               tn nashville       sq *star bagel cafeus,,0,nan
2022-02-01,2022-02-01,2022,2,checking,debit,-2.5,want,fast food,food, sq *star bagel c 5812               tn nashville       sq *star bagel cafeus,,0,nan
2022-02-01,2022-02-01,2022,2,checking,debit,-3.0,want,misc expenses,discretionary, cko*patreon* mem 5815               ca 833-9728766     cko*patreon* memberus,subscription - media,0,nan
2022-01-31,2022-01-31,2022,1,savings,credit,1.6,need,investments,investment,dividend,,0,nan
2022-01-31,2022-01-31,2022,1,savings,credit,0.92,need,investments,investment,dividend,,0,nan
2022-01-31,2022-01-31,2022,1,checking,debit,-115.94,need,groceries,food, trader joe's #73 5411               tn belle meade     90 white bridge rd us,,0,nan
2022-01-31,2022-01-31,2022,1,checking,debit,-0.01,want,misc expenses,discretionary, google *cloud 5v 7311               ca mountain view   google *cloud 5v   us,,0,nan
2022-01-31,2022-01-31,2022,1,checking,credit,3315.41,need,paycheck,income,ach trans - hca corporate   ;013122;pr payment,,0,nan
2022-01-30,2022-01-30,2022,1,checking,debit,-7.46,want,restaurants,food, city limits      5812               tn nashville       city limits        us,,0,nan
2022-01-30,2022-01-30,2022,1,checking,debit,-2.73,want,restaurants,food, city limits      5812               tn nashville       city limits        us,,0,nan
2022-01-30,2022-01-30,2022,1,checking,debit,-51.17,need,gas & fuel,auto, shell service st 5542               tn brentwood       shell service statius,,0,nan
2022-01-30,2022-01-30,2022,1,checking,debit,-43.66,want,restaurants,food, butcher & bee -  5812               tn nashville       butcher & bee - nasus,,0,nan
2022-01-30,2022-01-30,2022,1,checking,debit,-2.73,want,coffee shops,food, sq *portland bre 5814               tn nashville       sq *portland brew cus,,0,nan
2022-01-29,2022-01-29,2022,1,checking,debit,-3.0,want,charity,discretionary, samharris.org    5734               ca 718-313-3586    samharris.org      us,subscription - media,0,nan
2022-01-29,2022-01-29,2022,1,checking,debit,-10.37,want,shopping,discretionary, walgreens store  5912               tn nashville       walgreens store 530us,,0,nan
2022-01-28,2022-01-28,2022,1,checking,debit,-16.41,entertainment,television,entertainment, help.hbomax.com  5815               ny httpshbomax.c   help.hbomax.com    us,subscription - media,0,nan
2022-01-27,2022-01-27,2022,1,checking,debit,-71.01,want,clothing,discretionary, vans.com         5999               ca p://shop.vans   vans.com           us,,0,nan
2022-01-27,2022-01-27,2022,1,checking,debit,-32.76,want,electronics & software,discretionary, apple.com/bill   5735               ca 866-712-7753    apple.com/bill     us,,0,nan
2022-01-27,2022-01-27,2022,1,checking,debit,-8.75,entertainment,television,entertainment, disneyplus       4899               ca 888-9057888     disneyplus         us,,0,nan
2022-01-26,2022-01-26,2022,1,checking,debit,-8.06,want,restaurants,food, brueggers 3758   5812               tn nashville       brueggers 3758     us,,0,nan
2022-01-26,2022-01-26,2022,1,checking,debit,-0.99,want,electronics & software,discretionary, apple com bill   4899               ca cupertino       apple com bill     us,,0,nan
2022-01-26,2022-01-26,2022,1,checking,debit,-13.4,want,restaurants,food, hos corp amer    5814               tn nashville       hos corp amer      us,,0,nan
2022-01-25,2022-01-25,2022,1,checking,debit,-91.0,need,gym,investment, nashville yoga c 7997               tn 615-9287424     nashville yoga co  us,,0,nan
2022-01-23,2022-01-23,2022,1,checking,debit,-18.11,want,restaurants,food, martins bbq join 5812               tn nashville       martins bbq joint  us,,0,nan
2022-01-23,2022-01-23,2022,1,checking,debit,-16.39,want,restaurants,food, legends nissan s 5812               tn nashville       legends nissan stadus,,0,nan
2022-01-22,2022-01-22,2022,1,checking,debit,-95.14,need,ride share,auto, uber* trip       4121               ca www.uber.com    uber* trip         us,,0,nan
2022-01-22,2022-01-22,2022,1,checking,debit,-19.85,need,ride share,auto, uber   trip      4121               ca help.uber.com   uber   trip        us,,0,nan
2022-01-22,2022-01-22,2022,1,checking,debit,-30.85,want,restaurants,food, sq *legends hosp 5499               tn nashville       sq *legends hosp   us,,0,nan
2022-01-21,2022-01-21,2022,1,creditcard,credit,0.0,need,finance charge,bills,total interest for this period,,0,nan
2022-01-21,2022-01-21,2022,1,creditcard,credit,0.0,need,bank fee,bills,total fees for this period,,0,nan
2022-01-21,2022-01-21,2022,1,checking,debit,-85.68,want,restaurants,food, davidson co cler 9399               tn nashville       davidson co clerk  us,,0,nan
2022-01-21,2022-01-21,2022,1,checking,debit,-0.56,need,bank fee,bills, vcn*service fee  9399               tn 866-2551857     vcn*service fee 323us,,0,nan
2022-01-21,2022-01-21,2022,1,checking,debit,-25.0,need,utilities,utilities, vcn*davidson co  9399               tn 866-2551857     vcn*davidson co traus,,0,nan
2022-01-20,2022-01-20,2022,1,checking,debit,-52.83,need,groceries,food, trader joe's #73 5411               tn belle meade     90 white bridge rd us,,0,nan
2022-01-17,2022-01-17,2022,1,checking,debit,-100.11,need,groceries,food, trader joe's # 6 5411               tn nashville       trader joe's # 664 us,,0,nan
2022-01-17,2022-01-17,2022,1,checking,debit,-14.85,need,groceries,food, wholefds ghl 102 5411               tn nashville       wholefds ghl 102 40us,,0,nan
2022-01-16,2022-01-16,2022,1,checking,debit,-5.45,want,electronics & software,discretionary, apple com bill   4899               ca cupertino       apple com bill     us,,0,nan
2022-01-16,2022-01-16,2022,1,checking,debit,-47.66,want,restaurants,food, india beach rest 5812               ca half moon bay   india beach restaurus,Vacation,0,sf w duke
2022-01-16,2022-01-16,2022,1,checking,debit,-13.65,want,restaurants,food, gherkin's sandwi 5812               ca montara         gherkin's sandwich us,Vacation,0,sf w duke
2022-01-15,2022-01-15,2022,1,checking,debit,-90.39,need,groceries,food, kroger #843      5411               tn nashville       4560 harding rd.   us,,0,nan
2022-01-14,2022-01-14,2022,1,checking,debit,-11.74,want,restaurants,food, the press        5812               ca el granada      the press          us,Vacation,0,sf w duke
2022-01-14,2022-01-14,2022,1,checking,debit,-5.68,need,gas & fuel,auto, spangler's marke 5411               ca half moon bay   401 avenue alhambraus,,0,nan
2022-01-13,2022-01-13,2022,1,checking,debit,-17.2,want,restaurants,food, the press        5812               ca el granada      the press          us,Vacation,0,sf w duke
2022-01-12,2022-01-12,2022,1,checking,debit,-27.74,want,restaurants,food, cke*ike s - burl 5812               ca burlingame      cke*ike s - burlingus,Vacation,0,sf w duke
2022-01-12,2022-01-12,2022,1,checking,debit,-105.0,want,venmo payment,bills,ach trans - venmo           ;011122;payment,,0,money for harbin springs
2022-01-11,2022-01-11,2022,1,checking,debit,-41.4,want,restaurants,food, sq *heart consci 5814               ca middletown      sq *heart consci   us,Vacation,0,nan
2022-01-11,2022-01-11,2022,1,checking,debit,-5.08,need,groceries,food, dba larkfield 76 5541               ca santa rosa      4605 old redwood h us,Vacation,0,nan
2022-01-10,2022-01-10,2022,1,checking,credit,120.83,need,income,discretionary,ach trans - mobile deposit  011022check dep,,0,nan
2022-01-09,2022-01-09,2022,1,checking,debit,-5.46,want,electronics & software,discretionary, apple com bill   4899               ca cupertino       apple com bill     us,,0,nan
2022-01-09,2022-01-09,2022,1,checking,debit,-12.87,want,travel,discretionary, mkt las          5814               nv las vegas       mkt las            us,Vacation,0,nan
2022-01-09,2022-01-09,2022,1,checking,debit,-38.45,need,groceries,food, safeway #0308    5411               ca half moon bay   safeway #0308      us,Vacation,0,nan
2022-01-08,2022-01-08,2022,1,checking,debit,-126.56,need,utilities,utilities,ach trans - nes power       ;010722;utility,,0,nan
2022-01-08,2022-01-08,2022,1,checking,debit,-10.28,travel,vacation,travel, hudsonnews st962 5994               nv las vegas       1120 grier ave     us,Vacation,0,nan
2022-01-08,2022-01-08,2022,1,checking,debit,-124.39,need,utilities,utilities,ach trans - nes power       ;010722;utility,,0,nan
2022-01-07,2022-01-07,2022,1,checking,debit,-2.18,need,gift,discretionary, amzn digital*nr0 5818               wa 888-802-3080    amzn digital*nr0t41us,,0,nan
2022-01-06,2022-01-06,2022,1,checking,debit,-9.6,want,alcohol & bars,discretionary, bearded iris syl 5813               tn nashville       bearded iris sylvanus,,0,nan
2022-01-06,2022-01-06,2022,1,checking,debit,-65.07,need,auto insurance,auto,ach trans - usaa p&c        ;010522;autopay,,0,nan
2022-01-06,2022-01-06,2022,1,checking,debit,-22.99,want,dating,discretionary, cava green hills 5814               tn nashville       cava green hills   us,,0,ilyana
2022-01-06,2022-01-06,2022,1,checking,debit,-13.72,want,restaurants,food, tst* hattie b s- 5812               tn nashville       tst* hattie b s- weus,,0,nan
2022-01-05,2022-01-05,2022,1,checking,debit,-900.0,need,rent,,ach trans - alliant cu      ;010322;xfer,,0,nan
2022-01-05,2022-01-05,2022,1,checking,debit,-16.89,want,restaurants,food, brueggers 3758   5812               tn nashville       brueggers 3758     us,,0,nan
2022-01-04,2022-01-04,2022,1,checking,debit,-41.64,want,venmo payment,bills,ach trans - venmo           ;010322;payment,,0,nan
2022-01-04,2022-01-04,2022,1,checking,debit,-10.94,need,music,discretionary, spotify usa      4899               ny 877-7781161     spotify usa        us,subscription - media,0,nan
2022-01-02,2022-01-02,2022,1,checking,debit,-2.0,want,restaurants,food, city limits      5812               tn nashville       city limits        us,,0,nan
2022-01-02,2022-01-02,2022,1,checking,debit,-0.8,want,air travel,travel, southwes    5261 3066               tx 800-435-9792    southwes    5261465us,,0,nan
2022-01-02,2022-01-02,2022,1,checking,debit,-2.18,need,gift,discretionary, amzn digital*yb3 5818               wa 888-802-3080    amzn digital*yb3op5us,,0,nan
